,Actual Vote of Justice 1,Actual Vote of Justice 2,Actual Vote of Justice 3,Actual Vote of Justice 4,Actual Vote of Justice 5,Actual Vote of Justice 6,Actual Vote of Justice 7,Actual Vote of Justice 8,Actual Vote of Justice 9,Actual Winning Party,Case IDs,Code for Justice 1,Code for Justice 2,Code for Justice 3,Code for Justice 4,Code for Justice 5,Code for Justice 6,Code for Justice 7,Code for Justice 8,Code for Justice 9,Prediction Vote of Justice 1,Prediction Vote of Justice 2,Prediction Vote of Justice 3,Prediction Vote of Justice 4,Prediction Vote of Justice 5,Prediction Vote of Justice 6,Prediction Vote of Justice 7,Prediction Vote of Justice 8,Prediction Vote of Justice 9,Prediction for Winning Party
1050,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2014036,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1051,[1],[1],[1],[2],[1],[1],[2],[2],[2],[0],1987081,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
1052,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1976080,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1053,[1],[1],[4],[1],[1],[1],[4],[4],[1],[0],1982108,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,0
1054,[1],[1],[2],[2],[1],[1],[1],[2],[1],[1],1956019,79,91,78,81,92,90,88,80,86,1,1,2,2,1,1,1,1,1,1
1055,[2],[2],[1],[1],[2],[1],[1],[1],[1],[1],1985122,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,1,1,1
1056,[3],[3],[1],[2],[2],[2],[2],[5],[1],[0],1971079,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1
1057,[1],[2],[2],[1],[1],[2],[1],[1],[1],[0],1970067,94,98,92,95,99,100,91,78,81,2,1,1,2,1,1,1,1,1,1
1058,[2],[2],[1],[1],[1],[1],[1],[1],[1],[1],1989033,98,92,95,100,102,103,104,105,106,2,2,1,1,1,1,1,1,1,0
1059,[2],[2],[2],[1],[1],[1],[1],[1],[2],[0],1957116,93,86,91,78,81,92,90,88,80,2,1,2,1,1,1,1,1,2,1
1060,[2],[2],[1],[2],[1],[1],[2],[1],[1],[1],1986075,98,92,95,100,101,102,103,104,105,2,2,1,2,1,1,2,2,1,1
1061,[1],[1],[1],[1],[1],[1],[1],[1],[2],[1],1953070,81,90,88,80,86,79,89,84,78,1,1,1,1,1,1,1,1,1,1
1062,[1],[1],[1],[2],[1],[2],[2],[1],[2],[1],1981096,98,92,95,99,100,101,102,103,104,1,1,1,2,1,2,2,1,2,1
1063,[1],[1],[3],[1],[1],[1],[1],[2],[1],[1],1957093,93,86,91,78,81,92,90,88,80,1,2,1,1,1,1,1,2,1,0
1064,[1],[1],[1],[1],[1],[1],[1],[3],[1],[0],2013063,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,0
1065,[1],[3],[3],[1],[3],[1],[3],[4],[1],[1],2009036,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1066,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1984148,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1067,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1962012,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
1068,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1986034,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,1,1,1,0
1069,[1],[1],[1],[4],[1],[1],[1],[1],[1],[0],1993095,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
1070,[2],[2],[1],[2],[2],[1],[1],[1],[1],[1],2012075,109,110,112,113,114,111,105,106,108,1,2,3,2,1,1,1,1,1,1
1071,[2],[1],[1],[2],[1],[1],[2],[1],[1],[0],2017001,108,109,110,112,113,114,115,111,106,1,2,1,1,1,1,1,1,1,1
1072,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],1967072,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,2,1,1,1
1073,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],1989048,98,92,95,100,102,103,104,105,106,1,1,1,2,1,1,1,1,1,0
1074,[1],[1],[2],[1],[1],[1],[1],[1],[1],[1],2013009,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1075,[1],[1],[1],[1],[1],[1],[2],[1],[1],[0],2007071,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,2,1,1,1
1076,[3],[2],[1],[3],[1],[3],[4],[1],[1],[0],1980056,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1077,[1],[4],[1],[1],[2],[1],[2],[1],[1],[1],2008002,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,2,1,1,1
1078,[2],[1],[1],[2],[1],[2],[2],[1],[3],[1],1988044,98,92,95,100,102,103,104,105,106,2,1,1,1,1,1,1,1,1,1
1079,[1],[4],[3],[4],[4],[2],[4],[1],[2],[0],1995045,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
1080,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1976008,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1081,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1949080,89,88,86,84,81,80,79,78,87,1,1,1,1,1,1,1,2,1,0
1082,[2],[3],[1],[1],[2],[1],[2],[2],[1],[1],1976043,94,98,92,95,99,100,101,102,103,2,1,1,1,2,1,2,2,3,1
1083,[4],[2],[2],[1],[1],[1],[1],[1],[1],[1],1954028,80,86,79,89,78,81,90,88,80,1,1,2,1,1,1,1,1,1,1
1084,[2],[2],[1],[1],[3],[1],[1],[2],[1],[0],1983136,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,2,1,0
1085,[1],[1],[1],[1],[1],[1],[4],[4],[1],[1],1968002,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1086,[2],[1],[1],[1],[1],[1],[1],[1],[1],[1],1981171,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,1
1087,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1959010,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,0
1088,[1],[1],[1],[2],[1],[1],[1],[1],[4],[1],1990053,95,100,102,103,104,105,106,107,98,1,1,1,2,1,1,1,1,2,1
1089,[2],[1],[1],[1],[1],[1],[2],[2],[3],[1],1966114,94,92,95,90,88,97,91,78,81,2,1,1,1,1,1,2,1,1,1
1090,[1],[1],[1],[1],[1],[2],[2],[1],[2],[1],1982020,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,2,1,1,1
1091,[1],[1],[1],[1],[1],[2],[2],[1],[1],[1],1969023,98,92,95,99,91,78,81,94,98,1,1,1,1,1,1,2,1,1,1
1092,[1],[1],[3],[1],[1],[1],[1],[1],[3],[1],2012018,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1093,[2],[1],[1],[1],[1],[1],[2],[1],[1],[1],2002025,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,2,1,1,1
1094,[3],[2],[2],[1],[2],[1],[2],[2],[1],[0],2002011,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,2,1,1,1
1095,[1],[1],[1],[1],[2],[2],[1],[3],[1],[1],1960086,80,93,90,78,80,81,88,91,92,1,1,1,1,2,2,1,1,1,1
1096,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1964029,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,0
1097,[1],[1],[2],[1],[2],[2],[1],[2],[1],[0],1993017,105,106,107,108,109,100,102,103,104,1,1,1,1,1,2,1,2,1,1
1098,[1],[2],[1],[2],[2],[3],[1],[1],[1],[1],1990043,95,100,102,103,104,105,106,107,98,1,2,1,2,1,1,1,1,1,1
1099,[1],[1],[1],[2],[2],[2],[2],[1],[1],[0],1973125,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,2,0
1100,[1],[2],[1],[1],[1],[1],[1],[1],[1],[0],1958068,80,93,91,78,81,94,92,90,88,1,2,1,1,1,1,1,1,1,0
1101,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1983001,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,0
1102,[1],[1],[1],[1],[1],[1],[3],[3],[1],[0],1990044,95,100,102,103,104,105,106,107,98,1,1,1,1,1,1,1,1,1,1
1103,[1],[4],[1],[1],[1],[1],[1],[1],[1],[1],1996020,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1104,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2008055,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1105,[1],[1],[1],[2],[1],[1],[2],[2],[1],[1],1981003,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,2,1,1,1
1106,[4],[1],[1],[1],[1],[1],[1],[1],[1],[1],1979011,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1107,[1],[1],[4],[3],[1],[1],[1],[2],[1],[0],1994009,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1108,[2],[3],[3],[1],[2],[1],[2],[1],[1],[1],2002041,108,109,110,102,103,104,105,106,107,1,2,1,1,1,1,2,1,1,1
1109,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1946117,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
1110,[1],[1],[1],[1],[1],[1],[1],[1],[2],[0],1960009,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
1111,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1974140,101,102,94,98,92,95,99,100,101,1,1,1,1,1,1,1,1,1,1
1112,[2],[2],[1],[1],[1],[1],[1],[1],[1],[1],1988105,98,92,95,100,102,103,104,105,106,2,2,1,1,1,1,1,1,1,0
1113,[2],[3],[3],[2],[2],[2],[1],[1],[2],[1],2007016,108,109,110,111,112,103,105,106,107,1,2,2,1,1,2,1,1,2,1
1114,[1],[1],[1],[2],[2],[3],[2],[1],[2],[1],1983109,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,2,1,1,1
1115,[1],[3],[1],[3],[1],[1],[1],[1],[1],[1],2004074,106,107,108,109,110,111,112,103,105,1,1,1,1,1,1,1,1,1,1
1116,[2],[2],[1],[4],[2],[1],[1],[2],[5],[1],1986046,98,92,95,100,101,102,103,104,105,2,2,1,1,1,1,1,2,1,1
1117,[1],[1],[1],[2],[1],[1],[1],[1],[2],[1],2017022,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
1118,[1],[2],[1],[1],[1],[1],[2],[2],[1],[1],2014041,112,113,114,111,105,106,108,109,110,1,1,1,1,1,1,1,1,1,1
1119,[1],[2],[1],[2],[2],[1],[1],[1],[2],[0],2005042,106,107,108,109,110,111,112,111,103,1,2,1,1,2,1,1,1,1,1
1120,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1973091,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1121,[1],[2],[1],[2],[1],[1],[4],[1],[1],[0],1946074,86,84,81,80,79,78,85,82,87,1,2,1,2,1,1,1,1,1,1
1122,[1],[1],[1],[1],[1],[1],[3],[1],[1],[1],2008052,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
1123,[5],[2],[2],[2],[1],[4],[1],[1],[4],[1],1979040,94,98,92,95,99,100,101,102,103,1,2,2,2,1,1,1,1,1,1
1124,[1],[1],[2],[1],[1],[1],[4],[4],[4],[0],2013030,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1125,[1],[2],[1],[1],[1],[1],[1],[2],[1],[1],1992060,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,2,1,1
1126,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1989111,98,95,100,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1127,[1],[2],[1],[4],[4],[1],[4],[2],[5],[0],1979114,94,98,92,95,99,100,101,102,103,1,2,1,1,1,1,1,2,1,1
1128,[1],[1],[1],[1],[1],[1],[1],[1],[3],[0],1988050,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
1129,[2],[1],[2],[2],[1],[1],[1],[1],[1],[1],2000010,107,108,109,110,102,103,104,105,106,2,1,2,2,1,1,1,1,1,1
1130,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1988123,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
1131,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1976166,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1132,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1985102,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1133,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],1990045,95,100,102,103,104,105,106,107,98,1,1,1,2,1,1,1,1,1,1
1134,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1991089,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,1
1135,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1959089,80,93,91,78,81,94,92,90,88,1,2,1,1,1,1,1,1,1,0
1136,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1980077,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1137,[3],[3],[1],[1],[3],[3],[2],[1],[4],[1],1981078,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,2,1,1,1
1138,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1954090,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,1,1,1,1
1139,[1],[1],[1],[1],[2],[2],[3],[3],[1],[1],1954034,90,88,80,86,79,89,78,81,90,1,1,1,1,1,1,1,1,1,1
1140,[1],[1],[1],[1],[1],[2],[2],[2],[1],[1],2015067,112,113,114,111,106,108,109,110,112,1,1,1,1,1,1,1,1,1,1
1141,[1],[1],[1],[1],[1],[4],[1],[1],[1],[0],1951034,88,86,84,81,80,79,78,87,89,1,1,1,1,1,1,1,1,1,0
1142,[2],[2],[1],[1],[2],[1],[1],[2],[1],[1],1984164,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,2,1,1
1143,[1],[1],[1],[2],[3],[1],[2],[1],[2],[0],1981114,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,2,1,2,1
1144,[2],[1],[2],[2],[1],[2],[2],[2],[1],[0],1973044,100,101,102,81,94,98,92,95,99,1,1,2,2,1,1,1,1,1,1
1145,[1],[1],[1],[1],[2],[1],[2],[2],[1],[0],1979104,94,98,92,95,99,100,101,102,103,1,1,1,1,2,1,2,2,1,0
1146,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1947019,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
1147,[1],[2],[1],[1],[1],[1],[1],[1],[1],[1],1999071,107,108,109,110,102,103,104,105,106,1,2,1,1,1,1,1,1,1,0
1148,[2],[1],[1],[2],[1],[1],[1],[1],[1],[1],2016058,108,109,110,112,113,114,115,111,106,2,1,1,2,1,1,1,1,1,0
1149,[2],[1],[2],[1],[4],[1],[2],[1],[1],[1],1995079,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,2,1,1,1
1150,[1],[1],[2],[1],[3],[1],[1],[2],[1],[1],1961038,80,93,91,78,81,94,92,90,88,1,1,2,1,1,1,1,1,1,1
1151,[2],[1],[1],[1],[2],[1],[1],[2],[1],[1],1992076,103,104,105,106,107,108,95,100,102,2,1,1,1,2,1,1,2,1,1
1152,[2],[1],[1],[1],[1],[1],[1],[2],[2],[1],1964076,81,94,92,95,90,88,96,90,78,2,1,1,1,1,1,1,1,1,1
1153,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1946120,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
1154,[1],[1],[2],[3],[3],[2],[3],[3],[1],[0],1959019,80,93,91,78,81,94,92,90,88,1,1,2,1,1,2,1,1,1,1
1155,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],1968061,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,2,1,1
1156,[1],[2],[1],[1],[2],[1],[1],[1],[1],[1],2007043,107,108,109,110,112,111,103,105,106,1,2,1,1,1,1,1,1,1,1
1157,[1],[2],[1],[2],[2],[2],[5],[4],[2],[1],1995001,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,1,1,2,1
1158,[1],[1],[1],[4],[3],[1],[3],[3],[1],[0],1971070,100,101,102,81,94,98,92,95,99,1,1,4,1,1,1,1,1,1,1
1159,[1],[2],[1],[1],[1],[2],[2],[1],[2],[0],2013008,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,2,1
1160,[1],[1],[1],[1],[2],[2],[2],[2],[2],[1],1953053,81,90,88,80,86,79,89,84,78,1,1,1,1,1,1,1,1,1,0
1161,[1],[1],[1],[1],[1],[1],[2],[1],[1],[0],1994081,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
1162,[1],[2],[1],[1],[1],[1],[1],[2],[1],[1],1957148,93,86,91,78,81,92,90,88,80,1,2,1,1,1,1,1,2,1,0
1163,[1],[1],[4],[1],[2],[1],[3],[2],[1],[1],2000015,107,108,109,110,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
1164,[2],[1],[1],[2],[1],[1],[1],[1],[1],[1],1990018,95,100,102,103,104,105,106,107,98,2,1,1,2,1,1,1,1,1,0
1165,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1986081,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1166,[1],[2],[1],[2],[1],[2],[1],[1],[2],[0],1966125,94,92,95,90,88,97,91,78,81,1,2,1,1,1,1,2,1,1,1
1167,[4],[1],[1],[1],[1],[1],[1],[1],[1],[1],1991109,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,1
1168,[1],[1],[2],[4],[1],[2],[1],[5],[2],[1],1958123,80,93,90,78,80,81,88,91,92,1,1,2,1,1,2,1,1,2,1
1169,[1],[2],[2],[2],[1],[2],[1],[1],[1],[1],1978027,94,98,92,95,99,100,101,102,103,1,2,2,2,1,2,1,2,1,1
1170,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1963117,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,2,1,1
1171,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1963050,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,2,1,1
1172,[1],[2],[1],[2],[2],[1],[1],[2],[2],[1],2005066,106,107,108,109,110,111,112,103,105,1,2,1,2,1,1,1,1,1,1
1173,[1],[2],[2],[4],[3],[1],[1],[1],[3],[1],1976129,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
1174,[2],[1],[3],[3],[1],[1],[1],[2],[1],[1],1992073,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,2,1,1
1175,[1],[1],[1],[2],[1],[1],[1],[2],[2],[0],1967157,94,98,92,95,90,97,90,78,81,1,1,1,2,1,1,2,1,1,1
1176,[1],[1],[1],[2],[1],[2],[1],[2],[1],[1],1976054,94,98,92,95,99,100,101,102,103,1,1,1,1,1,2,1,2,1,1
1177,[1],[4],[4],[4],[1],[1],[1],[4],[1],[1],1968017,91,92,94,95,97,98,91,78,81,1,1,1,1,1,1,1,1,1,1
1178,[1],[1],[1],[2],[2],[2],[2],[1],[1],[1],1957136,93,86,91,78,81,92,90,88,80,1,1,1,2,2,1,2,1,1,1
1179,[1],[1],[1],[2],[1],[1],[1],[2],[1],[0],1956024,79,90,78,79,80,81,86,88,91,1,1,1,2,1,1,1,1,1,1
1180,[1],[1],[1],[1],[1],[1],[3],[3],[3],[1],1995022,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1181,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1971152,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1182,[1],[1],[2],[4],[4],[1],[4],[4],[2],[1],1960125,80,93,91,78,81,94,92,90,88,1,1,2,1,1,1,1,1,1,1
1183,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1996095,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1184,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1980148,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1185,[1],[1],[1],[1],[1],[2],[2],[1],[1],[1],1969015,98,92,95,99,99,78,81,91,92,1,1,1,1,1,1,1,1,1,0
1186,[1],[1],[4],[4],[1],[2],[2],[1],[2],[0],2012041,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,2,1
1187,[2],[2],[1],[1],[1],[1],[1],[2],[3],[1],1981005,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,2,1,1
1188,[1],[1],[1],[2],[2],[1],[2],[2],[1],[1],2016006,111,106,108,109,110,112,113,114,115,1,1,1,1,1,1,1,1,1,1
1189,[1],[2],[2],[1],[1],[2],[1],[1],[1],[1],1959055,80,93,91,78,81,94,92,90,88,1,1,2,1,1,2,1,1,1,1
1190,[2],[1],[1],[1],[1],[4],[1],[1],[3],[0],1991058,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,1,1,1
1191,[2],[2],[2],[1],[1],[1],[1],[1],[2],[0],1976095,94,98,92,95,99,100,101,102,103,2,2,2,1,1,1,1,1,2,1
1192,[4],[1],[1],[1],[3],[1],[4],[2],[4],[1],1976179,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,2,1,1
1193,[1],[2],[1],[1],[1],[1],[1],[1],[2],[1],1964025,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
1194,[4],[1],[1],[4],[1],[1],[1],[1],[1],[1],1967038,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,1,1,1,1
1195,[2],[1],[4],[2],[1],[1],[2],[1],[1],[1],2007059,107,108,109,110,112,111,103,105,106,1,1,1,2,1,1,2,1,1,1
1196,[1],[1],[1],[1],[2],[1],[2],[2],[1],[1],1960040,80,93,90,78,80,81,88,91,92,1,1,1,1,1,2,1,1,1,1
1197,[1],[1],[1],[1],[1],[2],[2],[2],[1],[0],1946071,86,84,81,80,79,78,85,82,87,1,1,1,1,1,2,2,2,1,0
1198,[2],[2],[1],[1],[1],[2],[1],[1],[2],[1],1991032,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,2,1,0
1199,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1972086,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1200,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1982071,99,92,95,98,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
1201,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1978145,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
1202,[2],[1],[1],[1],[2],[1],[2],[2],[1],[1],1979035,94,98,92,95,99,100,101,102,103,2,1,1,1,2,1,2,1,1,1
1203,[1],[1],[1],[1],[1],[2],[1],[2],[2],[0],1986098,98,92,95,100,101,102,103,104,105,1,1,1,1,1,2,1,2,2,1
1204,[1],[1],[1],[2],[1],[1],[2],[2],[1],[0],1952029,88,86,84,81,80,79,78,87,89,1,1,1,2,1,1,2,1,1,0
1205,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2001051,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1206,[3],[1],[1],[1],[1],[1],[2],[1],[1],[1],1996008,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
1207,[1],[1],[3],[1],[1],[1],[1],[1],[1],[1],1995070,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1208,[1],[2],[1],[1],[1],[1],[2],[2],[1],[1],1962130,81,94,92,95,90,88,96,91,78,1,2,1,1,1,1,2,2,1,1
1209,[2],[1],[1],[2],[2],[1],[1],[1],[1],[1],2001004,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1210,[2],[1],[1],[2],[1],[4],[2],[1],[1],[0],1968069,94,98,92,95,90,97,91,78,81,1,1,1,2,1,1,2,1,1,0
1211,[1],[2],[2],[1],[1],[2],[1],[1],[1],[1],2004001,104,105,106,107,108,109,110,102,103,1,1,1,1,1,1,1,1,1,1
1212,[1],[1],[1],[1],[2],[1],[1],[1],[1],[1],2015069,113,114,111,106,108,109,110,112,113,1,1,1,1,2,1,1,1,1,1
1213,[1],[1],[1],[1],[1],[1],[2],[4],[1],[1],1968025,94,98,92,95,90,97,91,78,81,1,1,1,1,1,1,2,1,1,1
1214,[1],[2],[2],[1],[1],[1],[1],[1],[1],[1],2000061,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
1215,[1],[3],[2],[1],[1],[1],[4],[1],[4],[0],2013048,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
1216,[1],[1],[4],[1],[1],[1],[1],[1],[2],[0],1958120,93,94,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,2,0
1217,[1],[1],[1],[2],[1],[2],[2],[1],[2],[1],1983054,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,2,1,1,1
1218,[2],[2],[4],[5],[2],[1],[3],[1],[2],[1],2003050,104,105,106,107,108,109,110,102,103,1,1,1,1,1,2,1,1,1,1
1219,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1993069,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
1220,[2],[4],[1],[1],[2],[1],[1],[2],[1],[1],2004017,104,105,106,107,108,109,110,102,103,1,1,1,1,2,1,1,1,1,1
1221,[2],[3],[2],[2],[1],[1],[2],[1],[1],[0],2008012,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,2,1,1,1
1222,[2],[1],[1],[2],[1],[2],[2],[1],[1],[1],1950091,89,88,86,84,81,80,79,78,87,1,1,1,2,2,1,1,2,1,1
1223,[1],[1],[1],[1],[1],[1],[1],[2],[2],[0],1954017,81,90,88,80,86,79,89,78,81,1,1,1,1,1,1,1,1,1,0
1224,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1981024,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,0
1225,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],2002052,108,109,110,102,103,104,105,106,108,1,1,1,1,1,1,1,1,1,1
1226,[1],[4],[1],[1],[4],[1],[1],[1],[1],[1],2016039,108,109,110,112,113,114,115,111,106,1,1,1,1,1,1,1,1,1,1
1227,[1],[1],[3],[1],[1],[1],[1],[1],[1],[1],1974080,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
1228,[1],[1],[1],[1],[1],[1],[1],[4],[1],[1],1962095,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
1229,[1],[2],[1],[2],[1],[1],[2],[2],[1],[1],1986126,102,92,95,98,100,101,103,104,105,1,2,1,2,1,1,1,2,1,0
1230,[2],[2],[1],[1],[2],[1],[1],[1],[1],[1],2010070,109,110,112,113,114,111,105,106,108,1,2,1,1,1,1,1,1,1,1
